species,site_id,year,month,day,week,fitted,date,doy,transecto,id_transect,abb_elev,abreviatura,altitud
Euphydryas aurinia,34,2022,6,8,23,4.43204150168704,2022-06-08,159,Catifas,16_34,CAT (1666),CAT,1666
Euphydryas aurinia,35,2014,6,25,26,0.619772981130979,2014-06-25,176,Praillos,16_35,PRA (1894),PRA,1894
Euphydryas aurinia,35,2016,6,22,25,1.39230260540547,2016-06-22,174,Praillos,16_35,PRA (1894),PRA,1894
Euphydryas aurinia,35,2021,6,16,24,0.984609061648752,2021-06-16,167,Praillos,16_35,PRA (1894),PRA,1894
Euphydryas aurinia,45,2014,6,25,26,2.61731393436715,2014-06-25,176,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,45,2015,6,24,26,5.59955115128384,2015-06-24,175,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,45,2018,7,4,27,0.484762784042027,2018-07-04,185,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,45,2019,6,26,26,3.63326972019334,2019-06-26,177,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,45,2020,6,17,25,2.26608452877741,2020-06-17,169,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,45,2021,6,16,24,1.43314110823413,2021-06-16,167,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana adippe,21,2012,7,11,28,0.968201575738248,2012-07-11,193,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2013,8,14,33,2.03474461515607,2013-08-14,226,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2014,7,30,31,1.29193428529248,2014-07-30,211,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2015,7,29,31,1.28809516326802,2015-07-29,210,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2020,7,8,28,0.773148049779966,2020-07-08,190,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2021,7,28,30,0.864974222470039,2021-07-28,209,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,21,2022,7,27,30,1.91238307043488,2022-07-27,208,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana adippe,35,2021,7,28,30,0.94074106608402,2021-07-28,209,Praillos,16_35,PRA (1894),PRA,1894
Fabriciana niobe,14,2012,7,4,27,3.83446284272122,2012-07-04,186,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2013,7,17,29,3.28662388371205,2013-07-17,198,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2014,7,9,28,0.734039619392494,2014-07-09,190,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2016,7,6,27,0.601212872241459,2016-07-06,188,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2017,6,14,24,1.95291542377754,2017-06-14,165,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2018,7,18,29,3.03087695068842,2018-07-18,199,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,14,2020,7,8,28,0.892986432426083,2020-07-08,190,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,16,2012,7,4,27,3.0770699210174,2012-07-04,186,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2016,7,6,27,4.56567829782299,2016-07-06,188,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2017,6,14,24,1.20562339488727,2017-06-14,165,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2018,7,18,29,1.77540771817768,2018-07-18,199,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2019,7,3,27,0.862153227770273,2019-07-03,184,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2021,7,7,27,0.878783144653952,2021-07-07,188,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,16,2022,7,13,28,0.919935804055377,2022-07-13,194,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,17,2012,7,4,27,3.27738776261119,2012-07-04,186,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Fabriciana niobe,17,2013,7,17,29,2.46892622147573,2013-07-17,198,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Fabriciana niobe,17,2017,6,14,24,5.54581839005656,2017-06-14,165,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Fabriciana niobe,17,2020,7,8,28,0.890017611620999,2020-07-08,190,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Fabriciana niobe,18,2013,7,17,29,2.13483457808924,2013-07-17,198,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Fabriciana niobe,18,2014,7,9,28,1.26427143947475,2014-07-09,190,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Fabriciana niobe,18,2017,6,14,24,0.81969766514381,2017-06-14,165,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Fabriciana niobe,21,2012,7,4,27,5.26869685398672,2012-07-04,186,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2013,7,17,29,4.34832662904803,2013-07-17,198,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2014,7,9,28,1.66939490397817,2014-07-09,190,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2015,7,22,30,0.816807037237029,2015-07-22,203,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2016,7,6,27,1.49033485830778,2016-07-06,188,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2017,6,14,24,1.2402849191203,2017-06-14,165,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2019,7,3,27,1.01658910228435,2019-07-03,184,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2021,7,7,27,2.71657841016164,2021-07-07,188,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,21,2022,7,13,28,0.920937903630022,2022-07-13,194,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,23,2013,7,17,29,2.61347575815093,2013-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2014,7,9,28,1.69657749603982,2014-07-09,190,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2016,7,6,27,2.30233444576749,2016-07-06,188,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2017,6,14,24,1.30389104095863,2017-06-14,165,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2019,7,3,27,2.02613303512995,2019-07-03,184,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2021,7,7,27,4.768593817741,2021-07-07,188,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,23,2022,7,13,28,4.14265274566201,2022-07-13,194,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,24,2012,7,4,27,1.61175103993728,2012-07-04,186,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2013,7,17,29,3.57052308462485,2013-07-17,198,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2014,7,9,28,1.35197910165569,2014-07-09,190,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2016,7,6,27,5.19541900697198,2016-07-06,188,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2017,6,14,24,1.98337596267287,2017-06-14,165,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2018,7,18,29,2.95902056052874,2018-07-18,199,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2019,7,3,27,3.55759902791593,2019-07-03,184,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2021,7,7,27,2.13793034646753,2021-07-07,188,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,24,2022,7,13,28,2.29954755678112,2022-07-13,194,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,33,2016,7,6,27,0.971063905847804,2016-07-06,188,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Fabriciana niobe,45,2014,7,9,28,1.08312016581834,2014-07-09,190,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana niobe,45,2015,7,22,30,0.801655786410526,2015-07-22,203,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana niobe,45,2016,7,6,27,1.55975839224756,2016-07-06,188,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana niobe,45,2020,7,8,28,0.89434399783461,2020-07-08,190,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana niobe,45,2021,7,7,27,2.73784103744041,2021-07-07,188,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana niobe,45,2022,7,13,28,1.51978865064573,2022-07-13,194,Dúrcal,16_45,DU (1950),DU,1950
Favonius quercus,23,2012,8,22,34,4.14007870791411,2012-08-22,235,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2014,8,13,33,8.48263795530414,2014-08-13,225,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2017,8,16,33,3.19574152848234,2017-08-16,228,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2019,7,17,29,8.06158035366808,2019-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2020,8,5,32,4.8547765262542,2020-08-05,218,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2021,8,4,31,10.6362531106308,2021-08-04,216,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,23,2022,7,27,30,10.4114772718142,2022-07-27,208,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,33,2017,8,16,33,5.77508935527727,2017-08-16,228,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Favonius quercus,34,2017,8,16,33,2.27161420929221,2017-08-16,228,Catifas,16_34,CAT (1666),CAT,1666
Favonius quercus,34,2022,7,27,30,3.32932894184174,2022-07-27,208,Catifas,16_34,CAT (1666),CAT,1666
Favonius quercus,48,2016,8,24,34,5.77510364640959,2016-08-24,237,Pitres,16_48,PI (1379),PI,1379
Favonius quercus,48,2017,8,16,33,0.702993687768423,2017-08-16,228,Pitres,16_48,PI (1379),PI,1379
Favonius quercus,48,2019,7,17,29,2.340942302557,2019-07-17,198,Pitres,16_48,PI (1379),PI,1379
Favonius quercus,48,2020,8,5,32,4.53011420889833,2020-08-05,218,Pitres,16_48,PI (1379),PI,1379
Favonius quercus,48,2022,7,27,30,5.46851198837976,2022-07-27,208,Pitres,16_48,PI (1379),PI,1379
Gegenes nostrodamus,49,2019,8,7,32,0.603098696524489,2019-08-07,219,Turbera,16_49,TU (745),TU,745
Gegenes nostrodamus,49,2020,8,12,33,1.86066587926839,2020-08-12,225,Turbera,16_49,TU (745),TU,745
Glaucopsyche melanops,18,2022,6,22,25,2.48066960236307,2022-06-22,173,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Glaucopsyche melanops,32,2013,5,22,21,1.42834478323124,2013-05-22,142,Fabriquilla,16_32,FA (992),FA,992
Glaucopsyche melanops,32,2014,4,16,16,0.454159356828513,2014-04-16,106,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx cleopatra,18,2013,7,17,29,0.401254673896394,2013-07-17,198,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx cleopatra,18,2016,7,6,27,0.697349760968715,2016-07-06,188,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx cleopatra,18,2018,7,18,29,0.739829728002714,2018-07-18,199,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx cleopatra,18,2022,6,29,26,0.484548461950712,2022-06-29,180,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx cleopatra,20,2013,7,17,29,0.652322929627454,2013-07-17,198,Purche,16_20,PU (1442),PU,1442
Gonepteryx cleopatra,20,2014,7,2,27,1.04629113720791,2014-07-02,183,Purche,16_20,PU (1442),PU,1442
Gonepteryx cleopatra,20,2016,7,6,27,0.663199139830651,2016-07-06,188,Purche,16_20,PU (1442),PU,1442
Gonepteryx cleopatra,20,2019,6,26,26,1.46465778017395,2019-06-26,177,Purche,16_20,PU (1442),PU,1442
Gonepteryx cleopatra,21,2013,7,17,29,0.581533152444549,2013-07-17,198,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx cleopatra,21,2014,7,2,27,0.357080436395784,2014-07-02,183,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx cleopatra,21,2017,6,21,25,0.472576694302114,2017-06-21,172,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx cleopatra,21,2022,6,29,26,0.910346901838056,2022-06-29,180,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx cleopatra,23,2013,7,17,29,0.797281932579897,2013-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,23,2014,7,2,27,0.449168817545103,2014-07-02,183,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,23,2019,6,26,26,0.642312179059057,2019-06-26,177,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,23,2020,7,1,27,0.374838272360131,2020-07-01,183,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,23,2021,7,7,27,0.723365185522784,2021-07-07,188,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,23,2022,6,29,26,1.49452325212302,2022-06-29,180,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,24,2014,7,2,27,0.605730884436165,2014-07-02,183,Campos de Otero,16_24,CO (2248),CO,2248
Gonepteryx cleopatra,32,2014,7,2,27,0.229088730233363,2014-07-02,183,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx cleopatra,32,2017,6,21,25,0.470215793537545,2017-06-21,172,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx cleopatra,32,2021,7,7,27,0.68834377769785,2021-07-07,188,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx cleopatra,32,2022,6,29,26,0.86126174860755,2022-06-29,180,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx cleopatra,33,2013,7,17,29,0.435343877218716,2013-07-17,198,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,33,2014,7,2,27,0.334750972126063,2014-07-02,183,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,33,2015,6,17,25,0.520455725297127,2015-06-17,168,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,33,2016,7,6,27,0.400451181658711,2016-07-06,188,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,33,2021,7,7,27,0.722400477603396,2021-07-07,188,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,34,2015,6,17,25,0.520455796211711,2015-06-17,168,Catifas,16_34,CAT (1666),CAT,1666
Gonepteryx cleopatra,34,2022,6,29,26,0.88287714024195,2022-06-29,180,Catifas,16_34,CAT (1666),CAT,1666
Gonepteryx cleopatra,45,2014,7,2,27,0.321230214393726,2014-07-02,183,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2015,6,17,25,1.08643303984522,2015-06-17,168,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2016,7,6,27,0.70723089899054,2016-07-06,188,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2017,6,21,25,0.785211250491005,2017-06-21,172,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2018,7,18,29,0.98527618785834,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2019,6,26,26,1.42191688099459,2019-06-26,177,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2020,7,1,27,0.802380230151093,2020-07-01,183,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2021,7,7,27,1.38801436236982,2021-07-07,188,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,45,2022,6,29,26,0.958243009612117,2022-06-29,180,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,48,2014,7,2,27,0.846658873778053,2014-07-02,183,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2015,6,17,25,1.00597054993739,2015-06-17,168,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2016,7,6,27,1.89946414639422,2016-07-06,188,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2017,6,21,25,0.525260151041875,2017-06-21,172,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2018,7,18,29,2.33488665782234,2018-07-18,199,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2020,7,1,27,0.441528115376629,2020-07-01,183,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2021,7,7,27,0.970463223896102,2021-07-07,188,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,48,2022,6,29,26,2.7773513972497,2022-06-29,180,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,17,2022,6,29,26,0.529960104948092,2022-06-29,180,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Gonepteryx rhamni,18,2020,4,15,16,26.3704810625907,2020-04-15,106,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx rhamni,18,2022,6,29,26,0.463828742279424,2022-06-29,180,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Gonepteryx rhamni,20,2017,4,5,14,0.268614307382683,2017-04-05,95,Purche,16_20,PU (1442),PU,1442
Gonepteryx rhamni,20,2019,3,6,10,0.946683215335063,2019-03-06,65,Purche,16_20,PU (1442),PU,1442
Gonepteryx rhamni,21,2016,7,6,27,0.15810643190098,2016-07-06,188,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx rhamni,21,2017,4,5,14,0.372520417750566,2017-04-05,95,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx rhamni,21,2019,3,6,10,0.293207163710209,2019-03-06,65,Matas Verdes,16_21,MV (1919),MV,1919
Gonepteryx rhamni,23,2014,7,16,29,0.322391215924352,2014-07-16,197,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx rhamni,23,2016,7,6,27,0.237159737106691,2016-07-06,188,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx rhamni,23,2017,4,5,14,0.248061737154101,2017-04-05,95,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx rhamni,23,2021,3,17,11,0.693641979114039,2021-03-17,76,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx rhamni,24,2014,7,16,29,0.452042432454604,2014-07-16,197,Campos de Otero,16_24,CO (2248),CO,2248
Gonepteryx rhamni,32,2017,4,5,14,0.506672225792966,2017-04-05,95,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,32,2019,3,6,10,0.464094728631647,2019-03-06,65,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,32,2020,4,15,16,46.0070460633174,2020-04-15,106,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,32,2021,3,17,11,1.14641393160389,2021-03-17,76,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,32,2022,6,29,26,0.459402945032778,2022-06-29,180,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,33,2017,4,5,14,0.283631383065288,2017-04-05,95,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx rhamni,33,2022,6,29,26,0.459401113170088,2022-06-29,180,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx rhamni,45,2022,6,29,26,0.444534536613606,2022-06-29,180,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx rhamni,48,2014,7,16,29,0.621075700658129,2014-07-16,197,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,48,2015,3,4,10,0.587198810641359,2015-03-04,63,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,48,2018,6,27,26,0.624989157354275,2018-06-27,178,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,48,2020,4,15,16,50.5539221721616,2020-04-15,106,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,48,2022,6,29,26,0.99911384328138,2022-06-29,180,Pitres,16_48,PI (1379),PI,1379
Hesperia comma,14,2017,8,2,31,1.37721780693823,2017-08-02,214,Laguna seca,16_14,LS (2282),LS,2282
Hesperia comma,16,2014,8,20,34,0.761380224427996,2014-08-20,232,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,16,2017,8,2,31,1.05644508912383,2017-08-02,214,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,16,2019,7,31,31,2.41272004883943,2019-07-31,212,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,16,2020,8,5,32,4.41937328210897,2020-08-05,218,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,16,2021,8,4,31,13.5133142948023,2021-08-04,216,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,16,2022,8,3,31,2.20695001948892,2022-08-03,215,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,17,2015,8,12,33,2.24825445248133,2015-08-12,224,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Hesperia comma,17,2020,8,5,32,5.08087862007907,2020-08-05,218,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Hesperia comma,18,2016,8,10,32,1.88467769860098,2016-08-10,223,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hesperia comma,18,2018,8,8,32,0.785759018781529,2018-08-08,220,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hesperia comma,18,2020,8,5,32,1.25095683601746,2020-08-05,218,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hesperia comma,20,2014,8,20,34,1.03142770586893,2014-08-20,232,Purche,16_20,PU (1442),PU,1442
Hesperia comma,20,2017,8,2,31,1.5901418360716,2017-08-02,214,Purche,16_20,PU (1442),PU,1442
Hesperia comma,21,2014,8,20,34,1.33047919583089,2014-08-20,232,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2015,8,12,33,1.2459499534049,2015-08-12,224,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2016,8,10,32,2.62389648269795,2016-08-10,223,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2017,8,2,31,1.25099855648456,2017-08-02,214,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2019,7,31,31,0.891894180711545,2019-07-31,212,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2020,8,5,32,2.05036459672901,2020-08-05,218,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2021,8,4,31,5.12918445114513,2021-08-04,216,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,21,2022,8,3,31,5.41855895151602,2022-08-03,215,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,23,2015,8,12,33,2.52471931582296,2015-08-12,224,Robledal Dílar,16_23,DI (1720),DI,1720
Hesperia comma,23,2016,8,10,32,1.79076543982714,2016-08-10,223,Robledal Dílar,16_23,DI (1720),DI,1720
Hesperia comma,23,2017,8,2,31,1.26425819564215,2017-08-02,214,Robledal Dílar,16_23,DI (1720),DI,1720
Hesperia comma,23,2020,8,5,32,1.72800829859086,2020-08-05,218,Robledal Dílar,16_23,DI (1720),DI,1720
Hesperia comma,24,2015,8,12,33,2.47258613121941,2015-08-12,224,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,24,2016,8,10,32,2.46965587309536,2016-08-10,223,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,24,2017,8,2,31,2.00944433792832,2017-08-02,214,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,24,2019,7,31,31,0.966856104803919,2019-07-31,212,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,24,2021,8,4,31,2.00761614186962,2021-08-04,216,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,24,2022,8,3,31,2.68739257750346,2022-08-03,215,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,34,2016,8,10,32,1.51853540377898,2016-08-10,223,Catifas,16_34,CAT (1666),CAT,1666
Hesperia comma,35,2016,8,10,32,1.35240894541102,2016-08-10,223,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,35,2017,8,2,31,1.20565786743005,2017-08-02,214,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,35,2020,8,5,32,1.15657869886549,2020-08-05,218,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,35,2021,8,4,31,8.76549114004617,2021-08-04,216,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,35,2022,8,3,31,2.11599835798016,2022-08-03,215,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,36,2022,8,3,31,3.77516085216336,2022-08-03,215,Sabinas,16_36,SA (2180),SA,2180
Hesperia comma,45,2016,8,10,32,0.917977501787299,2016-08-10,223,Dúrcal,16_45,DU (1950),DU,1950
Hesperia comma,45,2017,8,2,31,1.82092647082475,2017-08-02,214,Dúrcal,16_45,DU (1950),DU,1950
Hesperia comma,45,2018,8,8,32,0.699149349030306,2018-08-08,220,Dúrcal,16_45,DU (1950),DU,1950
Hesperia comma,45,2020,8,5,32,1.17441435119234,2020-08-05,218,Dúrcal,16_45,DU (1950),DU,1950
Hesperia comma,45,2022,8,3,31,0.935124061853414,2022-08-03,215,Dúrcal,16_45,DU (1950),DU,1950
Hipparchia fidia,18,2012,8,15,33,3.52792102098888,2012-08-15,228,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia fidia,18,2013,8,28,35,1.90693990397878,2013-08-28,240,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia fidia,18,2017,8,9,32,0.929371232435684,2017-08-09,221,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia fidia,18,2022,8,10,32,1.82393450588831,2022-08-10,222,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia fidia,20,2013,8,28,35,3.69927409178005,2013-08-28,240,Purche,16_20,PU (1442),PU,1442
Hipparchia fidia,20,2017,8,9,32,0.668949138092158,2017-08-09,221,Purche,16_20,PU (1442),PU,1442
Hipparchia fidia,20,2020,8,19,34,0.844897848364949,2020-08-19,232,Purche,16_20,PU (1442),PU,1442
Hipparchia fidia,21,2012,8,15,33,6.18202206944541,2012-08-15,228,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,21,2013,8,28,35,3.0247625768671,2013-08-28,240,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,21,2016,8,31,35,2.61594392791957,2016-08-31,244,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,21,2017,8,9,32,1.30118634529157,2017-08-09,221,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,21,2019,8,21,34,2.25454184893855,2019-08-21,233,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,21,2021,8,25,34,3.44067223472108,2021-08-25,237,Matas Verdes,16_21,MV (1919),MV,1919
